bfs_nr,gebiet_name,indikator_name,indikator_id,indikator_jahr,indikator_value
131,Adliswil,Wohnungsbestand [Whg.],140,1997,7747
131,Adliswil,Wohnungsbestand [Whg.],140,1998,7763
131,Adliswil,Wohnungsbestand [Whg.],140,1999,7846
131,Adliswil,Wohnungsbestand [Whg.],140,2000,7916
131,Adliswil,Wohnungsbestand [Whg.],140,2001,7980
131,Adliswil,Wohnungsbestand [Whg.],140,2002,7991
131,Adliswil,Wohnungsbestand [Whg.],140,2003,8007
131,Adliswil,Wohnungsbestand [Whg.],140,2004,8041
131,Adliswil,Wohnungsbestand [Whg.],140,2005,8049
131,Adliswil,Wohnungsbestand [Whg.],140,2006,8069
131,Adliswil,Wohnungsbestand [Whg.],140,2007,8082
131,Adliswil,Wohnungsbestand [Whg.],140,2008,8111
131,Adliswil,Wohnungsbestand [Whg.],140,2009,8125
131,Adliswil,Wohnungsbestand [Whg.],140,2010,8315
131,Adliswil,Wohnungsbestand [Whg.],140,2011,8865
131,Adliswil,Wohnungsbestand [Whg.],140,2012,8952
131,Adliswil,Wohnungsbestand [Whg.],140,2013,9115
131,Adliswil,Wohnungsbestand [Whg.],140,2014,9146
131,Adliswil,Wohnungsbestand [Whg.],140,2015,9193
131,Adliswil,Wohnungsbestand [Whg.],140,2016,9221
131,Adliswil,Wohnungsbestand [Whg.],140,2017,9231
131,Adliswil,Wohnungsbestand [Whg.],140,2018,9249
131,Adliswil,Wohnungsbestand [Whg.],140,2019,9363
131,Adliswil,Wohnungsbestand [Whg.],140,2020,9381
131,Adliswil,Wohnungsbestand [Whg.],140,2021,9352
131,Adliswil,Wohnungsbestand [Whg.],140,2022,9485
131,Adliswil,Wohnungsbestand [Whg.],140,2023,9622
135,Kilchberg,Wohnungsbestand [Whg.],140,1990,3439
135,Kilchberg,Wohnungsbestand [Whg.],140,1991,3488
135,Kilchberg,Wohnungsbestand [Whg.],140,1992,3494
135,Kilchberg,Wohnungsbestand [Whg.],140,1993,3502
135,Kilchberg,Wohnungsbestand [Whg.],140,1994,3523
135,Kilchberg,Wohnungsbestand [Whg.],140,1995,3528
135,Kilchberg,Wohnungsbestand [Whg.],140,1996,3523
135,Kilchberg,Wohnungsbestand [Whg.],140,1997,3538
135,Kilchberg,Wohnungsbestand [Whg.],140,1998,3634
135,Kilchberg,Wohnungsbestand [Whg.],140,1999,3636
135,Kilchberg,Wohnungsbestand [Whg.],140,2000,3708
135,Kilchberg,Wohnungsbestand [Whg.],140,2001,3731
135,Kilchberg,Wohnungsbestand [Whg.],140,2002,3748
135,Kilchberg,Wohnungsbestand [Whg.],140,2003,3802
135,Kilchberg,Wohnungsbestand [Whg.],140,2004,3807
135,Kilchberg,Wohnungsbestand [Whg.],140,2005,3797
135,Kilchberg,Wohnungsbestand [Whg.],140,2006,3832
135,Kilchberg,Wohnungsbestand [Whg.],140,2007,3852
135,Kilchberg,Wohnungsbestand [Whg.],140,2008,3914
135,Kilchberg,Wohnungsbestand [Whg.],140,2009,3917
135,Kilchberg,Wohnungsbestand [Whg.],140,2010,4010
135,Kilchberg,Wohnungsbestand [Whg.],140,2011,4048
135,Kilchberg,Wohnungsbestand [Whg.],140,2012,4111
135,Kilchberg,Wohnungsbestand [Whg.],140,2013,4212
135,Kilchberg,Wohnungsbestand [Whg.],140,2014,4254
135,Kilchberg,Wohnungsbestand [Whg.],140,2015,4302
135,Kilchberg,Wohnungsbestand [Whg.],140,2016,4364
135,Kilchberg,Wohnungsbestand [Whg.],140,2017,4381
135,Kilchberg,Wohnungsbestand [Whg.],140,2018,4499
135,Kilchberg,Wohnungsbestand [Whg.],140,2019,4548
135,Kilchberg,Wohnungsbestand [Whg.],140,2020,4636
135,Kilchberg,Wohnungsbestand [Whg.],140,2021,4675
135,Kilchberg,Wohnungsbestand [Whg.],140,2022,4717
135,Kilchberg,Wohnungsbestand [Whg.],140,2023,4717
136,Langnau a.A.,Wohnungsbestand [Whg.],140,1990,2708
136,Langnau a.A.,Wohnungsbestand [Whg.],140,1991,2747
136,Langnau a.A.,Wohnungsbestand [Whg.],140,1992,2756
136,Langnau a.A.,Wohnungsbestand [Whg.],140,1993,2765
136,Langnau a.A.,Wohnungsbestand [Whg.],140,1994,2795
136,Langnau a.A.,Wohnungsbestand [Whg.],140,1995,2824
136,Langnau a.A.,Wohnungsbestand [Whg.],140,1996,2893
136,Langnau a.A.,Wohnungsbestand [Whg.],140,1997,2945
136,Langnau a.A.,Wohnungsbestand [Whg.],140,1998,2954
136,Langnau a.A.,Wohnungsbestand [Whg.],140,1999,3013
136,Langnau a.A.,Wohnungsbestand [Whg.],140,2000,3071
136,Langnau a.A.,Wohnungsbestand [Whg.],140,2001,3080
136,Langnau a.A.,Wohnungsbestand [Whg.],140,2002,3080
136,Langnau a.A.,Wohnungsbestand [Whg.],140,2003,3103
136,Langnau a.A.,Wohnungsbestand [Whg.],140,2004,3115
136,Langnau a.A.,Wohnungsbestand [Whg.],140,2005,3173
136,Langnau a.A.,Wohnungsbestand [Whg.],140,2006,3285
136,Langnau a.A.,Wohnungsbestand [Whg.],140,2007,3287
136,Langnau a.A.,Wohnungsbestand [Whg.],140,2008,3325
136,Langnau a.A.,Wohnungsbestand [Whg.],140,2009,3375
136,Langnau a.A.,Wohnungsbestand [Whg.],140,2010,3384
136,Langnau a.A.,Wohnungsbestand [Whg.],140,2011,3397
136,Langnau a.A.,Wohnungsbestand [Whg.],140,2012,3419
136,Langnau a.A.,Wohnungsbestand [Whg.],140,2013,3425
136,Langnau a.A.,Wohnungsbestand [Whg.],140,2014,3416
136,Langnau a.A.,Wohnungsbestand [Whg.],140,2015,3447
136,Langnau a.A.,Wohnungsbestand [Whg.],140,2016,3452
136,Langnau a.A.,Wohnungsbestand [Whg.],140,2017,3454
136,Langnau a.A.,Wohnungsbestand [Whg.],140,2018,3478
136,Langnau a.A.,Wohnungsbestand [Whg.],140,2019,3569
136,Langnau a.A.,Wohnungsbestand [Whg.],140,2020,3614
136,Langnau a.A.,Wohnungsbestand [Whg.],140,2021,3643
136,Langnau a.A.,Wohnungsbestand [Whg.],140,2022,3663
136,Langnau a.A.,Wohnungsbestand [Whg.],140,2023,3728
137,Oberrieden,Wohnungsbestand [Whg.],140,1990,1962
137,Oberrieden,Wohnungsbestand [Whg.],140,1991,1969
137,Oberrieden,Wohnungsbestand [Whg.],140,1992,1985
137,Oberrieden,Wohnungsbestand [Whg.],140,1993,2012
137,Oberrieden,Wohnungsbestand [Whg.],140,1994,2049
137,Oberrieden,Wohnungsbestand [Whg.],140,1995,2104
137,Oberrieden,Wohnungsbestand [Whg.],140,1996,2116
137,Oberrieden,Wohnungsbestand [Whg.],140,1997,2135
137,Oberrieden,Wohnungsbestand [Whg.],140,1998,2161
137,Oberrieden,Wohnungsbestand [Whg.],140,1999,2188
137,Oberrieden,Wohnungsbestand [Whg.],140,2000,2224
137,Oberrieden,Wohnungsbestand [Whg.],140,2001,2230
137,Oberrieden,Wohnungsbestand [Whg.],140,2002,2291
137,Oberrieden,Wohnungsbestand [Whg.],140,2003,2321
137,Oberrieden,Wohnungsbestand [Whg.],140,2004,2350
137,Oberrieden,Wohnungsbestand [Whg.],140,2005,2349
137,Oberrieden,Wohnungsbestand [Whg.],140,2006,2379
137,Oberrieden,Wohnungsbestand [Whg.],140,2007,2399
137,Oberrieden,Wohnungsbestand [Whg.],140,2008,2411
137,Oberrieden,Wohnungsbestand [Whg.],140,2009,2427
137,Oberrieden,Wohnungsbestand [Whg.],140,2010,2399
137,Oberrieden,Wohnungsbestand [Whg.],140,2011,2416
137,Oberrieden,Wohnungsbestand [Whg.],140,2012,2411
137,Oberrieden,Wohnungsbestand [Whg.],140,2013,2415
137,Oberrieden,Wohnungsbestand [Whg.],140,2014,2413
137,Oberrieden,Wohnungsbestand [Whg.],140,2015,2421
137,Oberrieden,Wohnungsbestand [Whg.],140,2016,2437
137,Oberrieden,Wohnungsbestand [Whg.],140,2017,2451
137,Oberrieden,Wohnungsbestand [Whg.],140,2018,2458
137,Oberrieden,Wohnungsbestand [Whg.],140,2019,2466
137,Oberrieden,Wohnungsbestand [Whg.],140,2020,2460
137,Oberrieden,Wohnungsbestand [Whg.],140,2021,2464
137,Oberrieden,Wohnungsbestand [Whg.],140,2022,2574
137,Oberrieden,Wohnungsbestand [Whg.],140,2023,2593
138,Richterswil,Wohnungsbestand [Whg.],140,1990,4068
138,Richterswil,Wohnungsbestand [Whg.],140,1991,4085
138,Richterswil,Wohnungsbestand [Whg.],140,1992,4107
138,Richterswil,Wohnungsbestand [Whg.],140,1993,4150
138,Richterswil,Wohnungsbestand [Whg.],140,1994,4211
138,Richterswil,Wohnungsbestand [Whg.],140,1995,4301
138,Richterswil,Wohnungsbestand [Whg.],140,1996,4428
138,Richterswil,Wohnungsbestand [Whg.],140,1997,4475
138,Richterswil,Wohnungsbestand [Whg.],140,1998,4537
138,Richterswil,Wohnungsbestand [Whg.],140,1999,4570
138,Richterswil,Wohnungsbestand [Whg.],140,2000,4793
138,Richterswil,Wohnungsbestand [Whg.],140,2001,4838
138,Richterswil,Wohnungsbestand [Whg.],140,2002,4917
138,Richterswil,Wohnungsbestand [Whg.],140,2003,4966
138,Richterswil,Wohnungsbestand [Whg.],140,2004,5159
138,Richterswil,Wohnungsbestand [Whg.],140,2005,5289
138,Richterswil,Wohnungsbestand [Whg.],140,2006,5332
138,Richterswil,Wohnungsbestand [Whg.],140,2007,5454
138,Richterswil,Wohnungsbestand [Whg.],140,2008,5516
138,Richterswil,Wohnungsbestand [Whg.],140,2009,5613
138,Richterswil,Wohnungsbestand [Whg.],140,2010,5754
138,Richterswil,Wohnungsbestand [Whg.],140,2011,5877
138,Richterswil,Wohnungsbestand [Whg.],140,2012,5946
138,Richterswil,Wohnungsbestand [Whg.],140,2013,6044
138,Richterswil,Wohnungsbestand [Whg.],140,2014,6052
138,Richterswil,Wohnungsbestand [Whg.],140,2015,6097
138,Richterswil,Wohnungsbestand [Whg.],140,2016,6167
138,Richterswil,Wohnungsbestand [Whg.],140,2017,6220
138,Richterswil,Wohnungsbestand [Whg.],140,2018,6288
138,Richterswil,Wohnungsbestand [Whg.],140,2019,6395
138,Richterswil,Wohnungsbestand [Whg.],140,2020,6442
138,Richterswil,Wohnungsbestand [Whg.],140,2021,6525
138,Richterswil,Wohnungsbestand [Whg.],140,2022,6610
138,Richterswil,Wohnungsbestand [Whg.],140,2023,6643
139,Rüschlikon,Wohnungsbestand [Whg.],140,1990,2124
139,Rüschlikon,Wohnungsbestand [Whg.],140,1991,2154
139,Rüschlikon,Wohnungsbestand [Whg.],140,1992,2161
139,Rüschlikon,Wohnungsbestand [Whg.],140,1993,2167
139,Rüschlikon,Wohnungsbestand [Whg.],140,1994,2191
139,Rüschlikon,Wohnungsbestand [Whg.],140,1995,2200
139,Rüschlikon,Wohnungsbestand [Whg.],140,1996,2205
139,Rüschlikon,Wohnungsbestand [Whg.],140,1997,2243
139,Rüschlikon,Wohnungsbestand [Whg.],140,1998,2259
139,Rüschlikon,Wohnungsbestand [Whg.],140,1999,2269
139,Rüschlikon,Wohnungsbestand [Whg.],140,2000,2296
139,Rüschlikon,Wohnungsbestand [Whg.],140,2001,2320
139,Rüschlikon,Wohnungsbestand [Whg.],140,2002,2340
139,Rüschlikon,Wohnungsbestand [Whg.],140,2003,2371
139,Rüschlikon,Wohnungsbestand [Whg.],140,2004,2388
139,Rüschlikon,Wohnungsbestand [Whg.],140,2005,2413
139,Rüschlikon,Wohnungsbestand [Whg.],140,2006,2418
139,Rüschlikon,Wohnungsbestand [Whg.],140,2007,2464
139,Rüschlikon,Wohnungsbestand [Whg.],140,2008,2467
139,Rüschlikon,Wohnungsbestand [Whg.],140,2009,2458
139,Rüschlikon,Wohnungsbestand [Whg.],140,2010,2549
139,Rüschlikon,Wohnungsbestand [Whg.],140,2011,2637
139,Rüschlikon,Wohnungsbestand [Whg.],140,2012,2664
139,Rüschlikon,Wohnungsbestand [Whg.],140,2013,2684
139,Rüschlikon,Wohnungsbestand [Whg.],140,2014,2719
139,Rüschlikon,Wohnungsbestand [Whg.],140,2015,2729
139,Rüschlikon,Wohnungsbestand [Whg.],140,2016,2738
139,Rüschlikon,Wohnungsbestand [Whg.],140,2017,2778
139,Rüschlikon,Wohnungsbestand [Whg.],140,2018,2787
139,Rüschlikon,Wohnungsbestand [Whg.],140,2019,2831
139,Rüschlikon,Wohnungsbestand [Whg.],140,2020,2843
139,Rüschlikon,Wohnungsbestand [Whg.],140,2021,2842
139,Rüschlikon,Wohnungsbestand [Whg.],140,2022,2897
139,Rüschlikon,Wohnungsbestand [Whg.],140,2023,2917
141,Thalwil,Wohnungsbestand [Whg.],140,1990,7405
141,Thalwil,Wohnungsbestand [Whg.],140,1991,7437
141,Thalwil,Wohnungsbestand [Whg.],140,1992,7489
141,Thalwil,Wohnungsbestand [Whg.],140,1993,7510
141,Thalwil,Wohnungsbestand [Whg.],140,1994,7608
141,Thalwil,Wohnungsbestand [Whg.],140,1995,7626
141,Thalwil,Wohnungsbestand [Whg.],140,1996,7738
141,Thalwil,Wohnungsbestand [Whg.],140,1997,7779
141,Thalwil,Wohnungsbestand [Whg.],140,1998,7982
141,Thalwil,Wohnungsbestand [Whg.],140,1999,8023
141,Thalwil,Wohnungsbestand [Whg.],140,2000,8094
141,Thalwil,Wohnungsbestand [Whg.],140,2001,8131
141,Thalwil,Wohnungsbestand [Whg.],140,2002,8212
141,Thalwil,Wohnungsbestand [Whg.],140,2003,8324
141,Thalwil,Wohnungsbestand [Whg.],140,2004,8393
141,Thalwil,Wohnungsbestand [Whg.],140,2005,8445
141,Thalwil,Wohnungsbestand [Whg.],140,2006,8485
141,Thalwil,Wohnungsbestand [Whg.],140,2007,8536
141,Thalwil,Wohnungsbestand [Whg.],140,2008,8515
141,Thalwil,Wohnungsbestand [Whg.],140,2009,8600
141,Thalwil,Wohnungsbestand [Whg.],140,2010,8785
141,Thalwil,Wohnungsbestand [Whg.],140,2011,8832
141,Thalwil,Wohnungsbestand [Whg.],140,2012,8910
141,Thalwil,Wohnungsbestand [Whg.],140,2013,8914
141,Thalwil,Wohnungsbestand [Whg.],140,2014,8924
141,Thalwil,Wohnungsbestand [Whg.],140,2015,8969
141,Thalwil,Wohnungsbestand [Whg.],140,2016,9005
141,Thalwil,Wohnungsbestand [Whg.],140,2017,9011
141,Thalwil,Wohnungsbestand [Whg.],140,2018,9089
141,Thalwil,Wohnungsbestand [Whg.],140,2019,9116
141,Thalwil,Wohnungsbestand [Whg.],140,2020,9204
141,Thalwil,Wohnungsbestand [Whg.],140,2021,9307
141,Thalwil,Wohnungsbestand [Whg.],140,2022,9301
141,Thalwil,Wohnungsbestand [Whg.],140,2023,9360
151,Erlenbach,Wohnungsbestand [Whg.],140,1990,1905
151,Erlenbach,Wohnungsbestand [Whg.],140,1991,1919
151,Erlenbach,Wohnungsbestand [Whg.],140,1992,1952
151,Erlenbach,Wohnungsbestand [Whg.],140,1993,1975
151,Erlenbach,Wohnungsbestand [Whg.],140,1994,2010
151,Erlenbach,Wohnungsbestand [Whg.],140,1995,2026
151,Erlenbach,Wohnungsbestand [Whg.],140,1996,2044
151,Erlenbach,Wohnungsbestand [Whg.],140,1997,2084
151,Erlenbach,Wohnungsbestand [Whg.],140,1998,2094
151,Erlenbach,Wohnungsbestand [Whg.],140,1999,2122
151,Erlenbach,Wohnungsbestand [Whg.],140,2000,2157
151,Erlenbach,Wohnungsbestand [Whg.],140,2001,2186
151,Erlenbach,Wohnungsbestand [Whg.],140,2002,2328
151,Erlenbach,Wohnungsbestand [Whg.],140,2003,2358
151,Erlenbach,Wohnungsbestand [Whg.],140,2004,2388
151,Erlenbach,Wohnungsbestand [Whg.],140,2005,2418
151,Erlenbach,Wohnungsbestand [Whg.],140,2006,2409
151,Erlenbach,Wohnungsbestand [Whg.],140,2007,2477
151,Erlenbach,Wohnungsbestand [Whg.],140,2008,2467
151,Erlenbach,Wohnungsbestand [Whg.],140,2009,2467
151,Erlenbach,Wohnungsbestand [Whg.],140,2010,2498
151,Erlenbach,Wohnungsbestand [Whg.],140,2011,2504
151,Erlenbach,Wohnungsbestand [Whg.],140,2012,2504
151,Erlenbach,Wohnungsbestand [Whg.],140,2013,2555
151,Erlenbach,Wohnungsbestand [Whg.],140,2014,2614
151,Erlenbach,Wohnungsbestand [Whg.],140,2015,2626
151,Erlenbach,Wohnungsbestand [Whg.],140,2016,2611
151,Erlenbach,Wohnungsbestand [Whg.],140,2017,2616
151,Erlenbach,Wohnungsbestand [Whg.],140,2018,2646
151,Erlenbach,Wohnungsbestand [Whg.],140,2019,2651
151,Erlenbach,Wohnungsbestand [Whg.],140,2020,2664
151,Erlenbach,Wohnungsbestand [Whg.],140,2021,2651
151,Erlenbach,Wohnungsbestand [Whg.],140,2022,2689
151,Erlenbach,Wohnungsbestand [Whg.],140,2023,2695
152,Herrliberg,Wohnungsbestand [Whg.],140,1990,1972
152,Herrliberg,Wohnungsbestand [Whg.],140,1991,2037
152,Herrliberg,Wohnungsbestand [Whg.],140,1992,2049
152,Herrliberg,Wohnungsbestand [Whg.],140,1993,2060
152,Herrliberg,Wohnungsbestand [Whg.],140,1994,2067
152,Herrliberg,Wohnungsbestand [Whg.],140,1995,2147
152,Herrliberg,Wohnungsbestand [Whg.],140,1996,2188
152,Herrliberg,Wohnungsbestand [Whg.],140,1997,2288
152,Herrliberg,Wohnungsbestand [Whg.],140,1998,2385
152,Herrliberg,Wohnungsbestand [Whg.],140,1999,2478
152,Herrliberg,Wohnungsbestand [Whg.],140,2000,2520
152,Herrliberg,Wohnungsbestand [Whg.],140,2001,2579
152,Herrliberg,Wohnungsbestand [Whg.],140,2002,2597
152,Herrliberg,Wohnungsbestand [Whg.],140,2003,2635
152,Herrliberg,Wohnungsbestand [Whg.],140,2004,2642
152,Herrliberg,Wohnungsbestand [Whg.],140,2005,2650
152,Herrliberg,Wohnungsbestand [Whg.],140,2006,2715
152,Herrliberg,Wohnungsbestand [Whg.],140,2007,2737
152,Herrliberg,Wohnungsbestand [Whg.],140,2008,2791
152,Herrliberg,Wohnungsbestand [Whg.],140,2009,2781
152,Herrliberg,Wohnungsbestand [Whg.],140,2010,2828
152,Herrliberg,Wohnungsbestand [Whg.],140,2011,2835
152,Herrliberg,Wohnungsbestand [Whg.],140,2012,2849
152,Herrliberg,Wohnungsbestand [Whg.],140,2013,2881
152,Herrliberg,Wohnungsbestand [Whg.],140,2014,2903
152,Herrliberg,Wohnungsbestand [Whg.],140,2015,2932
152,Herrliberg,Wohnungsbestand [Whg.],140,2016,2959
152,Herrliberg,Wohnungsbestand [Whg.],140,2017,2956
152,Herrliberg,Wohnungsbestand [Whg.],140,2018,2990
152,Herrliberg,Wohnungsbestand [Whg.],140,2019,3086
152,Herrliberg,Wohnungsbestand [Whg.],140,2020,3137
152,Herrliberg,Wohnungsbestand [Whg.],140,2021,3167
152,Herrliberg,Wohnungsbestand [Whg.],140,2022,3201
152,Herrliberg,Wohnungsbestand [Whg.],140,2023,3213
153,Hombrechtikon,Wohnungsbestand [Whg.],140,1990,2603
153,Hombrechtikon,Wohnungsbestand [Whg.],140,1991,2613
153,Hombrechtikon,Wohnungsbestand [Whg.],140,1992,2622
153,Hombrechtikon,Wohnungsbestand [Whg.],140,1993,2690
153,Hombrechtikon,Wohnungsbestand [Whg.],140,1994,2757
153,Hombrechtikon,Wohnungsbestand [Whg.],140,1995,2765
153,Hombrechtikon,Wohnungsbestand [Whg.],140,1996,2812
153,Hombrechtikon,Wohnungsbestand [Whg.],140,1997,2822
153,Hombrechtikon,Wohnungsbestand [Whg.],140,1998,2838
153,Hombrechtikon,Wohnungsbestand [Whg.],140,1999,2886
153,Hombrechtikon,Wohnungsbestand [Whg.],140,2000,3130
153,Hombrechtikon,Wohnungsbestand [Whg.],140,2001,3147
153,Hombrechtikon,Wohnungsbestand [Whg.],140,2002,3241
153,Hombrechtikon,Wohnungsbestand [Whg.],140,2003,3256
153,Hombrechtikon,Wohnungsbestand [Whg.],140,2004,3326
153,Hombrechtikon,Wohnungsbestand [Whg.],140,2005,3372
153,Hombrechtikon,Wohnungsbestand [Whg.],140,2006,3390
153,Hombrechtikon,Wohnungsbestand [Whg.],140,2007,3485
153,Hombrechtikon,Wohnungsbestand [Whg.],140,2008,3495
153,Hombrechtikon,Wohnungsbestand [Whg.],140,2009,3529
153,Hombrechtikon,Wohnungsbestand [Whg.],140,2010,3572
153,Hombrechtikon,Wohnungsbestand [Whg.],140,2011,3631
153,Hombrechtikon,Wohnungsbestand [Whg.],140,2012,3642
153,Hombrechtikon,Wohnungsbestand [Whg.],140,2013,3742
153,Hombrechtikon,Wohnungsbestand [Whg.],140,2014,3776
153,Hombrechtikon,Wohnungsbestand [Whg.],140,2015,3850
153,Hombrechtikon,Wohnungsbestand [Whg.],140,2016,3908
153,Hombrechtikon,Wohnungsbestand [Whg.],140,2017,3939
153,Hombrechtikon,Wohnungsbestand [Whg.],140,2018,4039
153,Hombrechtikon,Wohnungsbestand [Whg.],140,2019,4053
153,Hombrechtikon,Wohnungsbestand [Whg.],140,2020,4104
153,Hombrechtikon,Wohnungsbestand [Whg.],140,2021,4128
153,Hombrechtikon,Wohnungsbestand [Whg.],140,2022,4199
153,Hombrechtikon,Wohnungsbestand [Whg.],140,2023,4217
154,Küsnacht,Wohnungsbestand [Whg.],140,1990,5584
154,Küsnacht,Wohnungsbestand [Whg.],140,1991,5623
154,Küsnacht,Wohnungsbestand [Whg.],140,1992,5659
154,Küsnacht,Wohnungsbestand [Whg.],140,1993,5707
154,Küsnacht,Wohnungsbestand [Whg.],140,1994,5744
154,Küsnacht,Wohnungsbestand [Whg.],140,1995,5777
154,Küsnacht,Wohnungsbestand [Whg.],140,1996,5815
154,Küsnacht,Wohnungsbestand [Whg.],140,1997,5875
154,Küsnacht,Wohnungsbestand [Whg.],140,1998,5896
154,Küsnacht,Wohnungsbestand [Whg.],140,1999,5973
154,Küsnacht,Wohnungsbestand [Whg.],140,2000,6161
154,Küsnacht,Wohnungsbestand [Whg.],140,2001,6266
154,Küsnacht,Wohnungsbestand [Whg.],140,2002,6380
154,Küsnacht,Wohnungsbestand [Whg.],140,2003,6444
154,Küsnacht,Wohnungsbestand [Whg.],140,2004,6515
154,Küsnacht,Wohnungsbestand [Whg.],140,2005,6562
154,Küsnacht,Wohnungsbestand [Whg.],140,2006,6618
154,Küsnacht,Wohnungsbestand [Whg.],140,2007,6696
154,Küsnacht,Wohnungsbestand [Whg.],140,2008,6695
154,Küsnacht,Wohnungsbestand [Whg.],140,2009,6838
154,Küsnacht,Wohnungsbestand [Whg.],140,2010,7071
154,Küsnacht,Wohnungsbestand [Whg.],140,2011,7056
154,Küsnacht,Wohnungsbestand [Whg.],140,2012,7068
154,Küsnacht,Wohnungsbestand [Whg.],140,2013,7152
154,Küsnacht,Wohnungsbestand [Whg.],140,2014,7193
154,Küsnacht,Wohnungsbestand [Whg.],140,2015,7209
154,Küsnacht,Wohnungsbestand [Whg.],140,2016,7308
154,Küsnacht,Wohnungsbestand [Whg.],140,2017,7319
154,Küsnacht,Wohnungsbestand [Whg.],140,2018,7329
154,Küsnacht,Wohnungsbestand [Whg.],140,2019,7406
154,Küsnacht,Wohnungsbestand [Whg.],140,2020,7476
154,Küsnacht,Wohnungsbestand [Whg.],140,2021,7490
154,Küsnacht,Wohnungsbestand [Whg.],140,2022,7493
154,Küsnacht,Wohnungsbestand [Whg.],140,2023,7511
155,Männedorf,Wohnungsbestand [Whg.],140,1990,3181
155,Männedorf,Wohnungsbestand [Whg.],140,1991,3183
155,Männedorf,Wohnungsbestand [Whg.],140,1992,3213
155,Männedorf,Wohnungsbestand [Whg.],140,1993,3285
155,Männedorf,Wohnungsbestand [Whg.],140,1994,3477
155,Männedorf,Wohnungsbestand [Whg.],140,1995,3532
155,Männedorf,Wohnungsbestand [Whg.],140,1996,3574
155,Männedorf,Wohnungsbestand [Whg.],140,1997,3624
155,Männedorf,Wohnungsbestand [Whg.],140,1998,3699
155,Männedorf,Wohnungsbestand [Whg.],140,1999,3823
155,Männedorf,Wohnungsbestand [Whg.],140,2000,3955
155,Männedorf,Wohnungsbestand [Whg.],140,2001,3998
155,Männedorf,Wohnungsbestand [Whg.],140,2002,4092
155,Männedorf,Wohnungsbestand [Whg.],140,2003,4300
155,Männedorf,Wohnungsbestand [Whg.],140,2004,4368
155,Männedorf,Wohnungsbestand [Whg.],140,2005,4441
155,Männedorf,Wohnungsbestand [Whg.],140,2006,4494
155,Männedorf,Wohnungsbestand [Whg.],140,2007,4543
155,Männedorf,Wohnungsbestand [Whg.],140,2008,4654
155,Männedorf,Wohnungsbestand [Whg.],140,2009,4666
155,Männedorf,Wohnungsbestand [Whg.],140,2010,4957
155,Männedorf,Wohnungsbestand [Whg.],140,2011,4934
155,Männedorf,Wohnungsbestand [Whg.],140,2012,4967
155,Männedorf,Wohnungsbestand [Whg.],140,2013,5025
155,Männedorf,Wohnungsbestand [Whg.],140,2014,5066
155,Männedorf,Wohnungsbestand [Whg.],140,2015,5089
155,Männedorf,Wohnungsbestand [Whg.],140,2016,5192
155,Männedorf,Wohnungsbestand [Whg.],140,2017,5230
155,Männedorf,Wohnungsbestand [Whg.],140,2018,5352
155,Männedorf,Wohnungsbestand [Whg.],140,2019,5391
155,Männedorf,Wohnungsbestand [Whg.],140,2020,5411
155,Männedorf,Wohnungsbestand [Whg.],140,2021,5439
155,Männedorf,Wohnungsbestand [Whg.],140,2022,5439
155,Männedorf,Wohnungsbestand [Whg.],140,2023,5523
156,Meilen,Wohnungsbestand [Whg.],140,1990,4788
156,Meilen,Wohnungsbestand [Whg.],140,1991,4809
156,Meilen,Wohnungsbestand [Whg.],140,1992,4840
156,Meilen,Wohnungsbestand [Whg.],140,1993,4868
156,Meilen,Wohnungsbestand [Whg.],140,1994,4936
156,Meilen,Wohnungsbestand [Whg.],140,1995,4977
156,Meilen,Wohnungsbestand [Whg.],140,1996,5045
156,Meilen,Wohnungsbestand [Whg.],140,1997,5082
156,Meilen,Wohnungsbestand [Whg.],140,1998,5178
156,Meilen,Wohnungsbestand [Whg.],140,1999,5378
156,Meilen,Wohnungsbestand [Whg.],140,2000,5649
156,Meilen,Wohnungsbestand [Whg.],140,2001,5667
156,Meilen,Wohnungsbestand [Whg.],140,2002,5699
156,Meilen,Wohnungsbestand [Whg.],140,2003,5807
156,Meilen,Wohnungsbestand [Whg.],140,2004,5898
156,Meilen,Wohnungsbestand [Whg.],140,2005,5998
156,Meilen,Wohnungsbestand [Whg.],140,2006,6052
156,Meilen,Wohnungsbestand [Whg.],140,2007,6164
156,Meilen,Wohnungsbestand [Whg.],140,2008,6236
156,Meilen,Wohnungsbestand [Whg.],140,2009,6250
156,Meilen,Wohnungsbestand [Whg.],140,2010,6288
156,Meilen,Wohnungsbestand [Whg.],140,2011,6447
156,Meilen,Wohnungsbestand [Whg.],140,2012,6496
156,Meilen,Wohnungsbestand [Whg.],140,2013,6595
156,Meilen,Wohnungsbestand [Whg.],140,2014,6659
156,Meilen,Wohnungsbestand [Whg.],140,2015,6654
156,Meilen,Wohnungsbestand [Whg.],140,2016,6752
156,Meilen,Wohnungsbestand [Whg.],140,2017,6840
156,Meilen,Wohnungsbestand [Whg.],140,2018,6919
156,Meilen,Wohnungsbestand [Whg.],140,2019,6939
156,Meilen,Wohnungsbestand [Whg.],140,2020,7015
156,Meilen,Wohnungsbestand [Whg.],140,2021,7089
156,Meilen,Wohnungsbestand [Whg.],140,2022,7099
156,Meilen,Wohnungsbestand [Whg.],140,2023,7087
157,Oetwil a.S.,Wohnungsbestand [Whg.],140,1990,1349
